device_code,device_name_full,device_name_without_network_type,device_generation,product_line,product_type,manufacturer,platform
i386,iPhone Simulator,iPhone Simulator,iPhone Simulator,iPhone,phone,Apple,iOS
x86_64,iPhone Simulator,iPhone Simulator,iPhone Simulator,iPhone,phone,Apple,iOS
arm64,iPhone Simulator,iPhone Simulator,iPhone Simulator,iPhone,phone,Apple,iOS
"iPhone1,1",iPhone,iPhone,iPhone,iPhone,phone,Apple,iOS
"iPhone1,2",iPhone 3G,iPhone 3G,iPhone 3G,iPhone,phone,Apple,iOS
"iPhone2,1",iPhone 3GS,iPhone 3GS,iPhone 3GS,iPhone,phone,Apple,iOS
"iPhone3,1",iPhone 4,iPhone 4,iPhone 4,iPhone,phone,Apple,iOS
"iPhone3,2",iPhone 4 GSM Rev A,iPhone 4,iPhone 4,iPhone,phone,Apple,iOS
"iPhone3,3",iPhone 4 CDMA,iPhone 4,iPhone 4,iPhone,phone,Apple,iOS
"iPhone4,1",iPhone 4S,iPhone 4S,iPhone 4S,iPhone,phone,Apple,iOS
"iPhone5,1",iPhone 5 (GSM),iPhone 5 ,iPhone 5 ,iPhone,phone,Apple,iOS
"iPhone5,2",iPhone 5 (GSM+CDMA),iPhone 5 ,iPhone 5 ,iPhone,phone,Apple,iOS
"iPhone5,3",iPhone 5C (GSM),iPhone 5C ,iPhone 5C ,iPhone,phone,Apple,iOS
"iPhone5,4",iPhone 5C (Global),iPhone 5C ,iPhone 5C ,iPhone,phone,Apple,iOS
"iPhone6,1",iPhone 5S (GSM),iPhone 5S ,iPhone 5S ,iPhone,phone,Apple,iOS
"iPhone6,2",iPhone 5S (Global),iPhone 5S ,iPhone 5S ,iPhone,phone,Apple,iOS
"iPhone7,1",iPhone 6 Plus,iPhone 6 Plus,iPhone 6 Plus,iPhone,phone,Apple,iOS
"iPhone7,2",iPhone 6,iPhone 6,iPhone 6,iPhone,phone,Apple,iOS
"iPhone8,1",iPhone 6s,iPhone 6s,iPhone 6s,iPhone,phone,Apple,iOS
"iPhone8,2",iPhone 6s Plus,iPhone 6s Plus,iPhone 6s Plus,iPhone,phone,Apple,iOS
"iPhone8,4",iPhone SE (GSM),iPhone SE ,iPhone SE ,iPhone,phone,Apple,iOS
"iPhone9,1",iPhone 7,iPhone 7,iPhone 7,iPhone,phone,Apple,iOS
"iPhone9,2",iPhone 7 Plus,iPhone 7 Plus,iPhone 7 Plus,iPhone,phone,Apple,iOS
"iPhone9,3",iPhone 7,iPhone 7,iPhone 7,iPhone,phone,Apple,iOS
"iPhone9,4",iPhone 7 Plus,iPhone 7 Plus,iPhone 7 Plus,iPhone,phone,Apple,iOS
"iPhone10,1",iPhone 8,iPhone 8,iPhone 8,iPhone,phone,Apple,iOS
"iPhone10,2",iPhone 8 Plus,iPhone 8 Plus,iPhone 8 Plus,iPhone,phone,Apple,iOS
"iPhone10,3",iPhone X Global,iPhone X,iPhone X,iPhone,phone,Apple,iOS
"iPhone10,4",iPhone 8,iPhone 8,iPhone 8,iPhone,phone,Apple,iOS
"iPhone10,5",iPhone 8 Plus,iPhone 8 Plus,iPhone 8 Plus,iPhone,phone,Apple,iOS
"iPhone10,6",iPhone X GSM,iPhone X,iPhone X,iPhone,phone,Apple,iOS
"iPhone11,2",iPhone XS,iPhone XS,iPhone XS,iPhone,phone,Apple,iOS
"iPhone11,4",iPhone XS Max,iPhone XS Max,iPhone XS Max,iPhone,phone,Apple,iOS
"iPhone11,6",iPhone XS Max Global,iPhone XS Max,iPhone XS Max,iPhone,phone,Apple,iOS
"iPhone11,8",iPhone XR,iPhone XR,iPhone XR,iPhone,phone,Apple,iOS
"iPhone12,1",iPhone 11,iPhone 11,iPhone 11,iPhone,phone,Apple,iOS
"iPhone12,3",iPhone 11 Pro,iPhone 11 Pro,iPhone 11 Pro,iPhone,phone,Apple,iOS
"iPhone12,5",iPhone 11 Pro Max,iPhone 11 Pro Max,iPhone 11 Pro Max,iPhone,phone,Apple,iOS
"iPhone12,8",iPhone SE 2nd Gen,iPhone SE 2nd Gen,iPhone SE 2nd Gen,iPhone,phone,Apple,iOS
"iPhone13,1",iPhone 12 Mini,iPhone 12 Mini,iPhone 12 Mini,iPhone,phone,Apple,iOS
"iPhone13,2",iPhone 12,iPhone 12,iPhone 12,iPhone,phone,Apple,iOS
"iPhone13,3",iPhone 12 Pro,iPhone 12 Pro,iPhone 12 Pro,iPhone,phone,Apple,iOS
"iPhone13,4",iPhone 12 Pro Max,iPhone 12 Pro Max,iPhone 12 Pro Max,iPhone,phone,Apple,iOS
"iPod1,1",iPod 1st Gen,iPod 1st Gen,iPod 1st Gen,iPod,,Apple,iOS
"iPod2,1",iPod 2nd Gen,iPod 2nd Gen,iPod 2nd Gen,iPod,,Apple,iOS
"iPod3,1",iPod 3rd Gen,iPod 3rd Gen,iPod 3rd Gen,iPod,,Apple,iOS
"iPod4,1",iPod 4th Gen,iPod 4th Gen,iPod 4th Gen,iPod,,Apple,iOS
"iPod5,1",iPod 5th Gen,iPod 5th Gen,iPod 5th Gen,iPod,,Apple,iOS
"iPod7,1",iPod 6th Gen,iPod 6th Gen,iPod 6th Gen,iPod,,Apple,iOS
"iPod9,1",iPod 7th Gen,iPod 7th Gen,iPod 7th Gen,iPod,,Apple,iOS
"iPad1,1",iPad,iPad,iPad,iPad,tablet,Apple,iOS
"iPad1,2",iPad 3G,iPad 3G,iPad 3G,iPad,tablet,Apple,iOS
"iPad2,1",iPad 2nd Gen,iPad 2nd Gen,iPad 2nd Gen,iPad,tablet,Apple,iOS
"iPad2,2",iPad 2nd Gen GSM,iPad 2nd Gen,iPad 2nd Gen,iPad,tablet,Apple,iOS
"iPad2,3",iPad 2nd Gen CDMA,iPad 2nd Gen,iPad 2nd Gen,iPad,tablet,Apple,iOS
"iPad2,4",iPad 2nd Gen New Revision,iPad 2nd Gen,iPad 2nd Gen,iPad,tablet,Apple,iOS
"iPad3,1",iPad 3rd Gen,iPad 3rd Gen,iPad 3rd Gen,iPad,tablet,Apple,iOS
"iPad3,2",iPad 3rd Gen CDMA,iPad 3rd Gen,iPad 3rd Gen,iPad,tablet,Apple,iOS
"iPad3,3",iPad 3rd Gen GSM,iPad 3rd Gen,iPad 3rd Gen,iPad,tablet,Apple,iOS
"iPad2,5",iPad mini,iPad mini,iPad mini,iPad,tablet,Apple,iOS
"iPad2,6",iPad mini GSM+LTE,iPad mini,iPad mini,iPad,tablet,Apple,iOS
"iPad2,7",iPad mini CDMA+LTE,iPad mini,iPad mini,iPad,tablet,Apple,iOS
"iPad3,4",iPad 4th Gen,iPad 4th Gen,iPad 4th Gen,iPad,tablet,Apple,iOS
"iPad3,5",iPad 4th Gen GSM+LTE,iPad 4th Gen,iPad 4th Gen,iPad,tablet,Apple,iOS
"iPad3,6",iPad 4th Gen CDMA+LTE,iPad 4th Gen,iPad 4th Gen,iPad,tablet,Apple,iOS
"iPad4,1",iPad Air (WiFi),iPad Air ,iPad Air ,iPad,tablet,Apple,iOS
"iPad4,2",iPad Air (GSM+CDMA),iPad Air ,iPad Air ,iPad,tablet,Apple,iOS
"iPad4,3",iPad Air (China),iPad Air ,iPad Air ,iPad,tablet,Apple,iOS
"iPad4,4",iPad mini Retina (WiFi),iPad mini Retina ,iPad mini Retina ,iPad,tablet,Apple,iOS
"iPad4,5",iPad mini Retina (GSM+CDMA),iPad mini Retina ,iPad mini Retina ,iPad,tablet,Apple,iOS
"iPad4,6",iPad mini Retina (China),iPad mini Retina ,iPad mini Retina ,iPad,tablet,Apple,iOS
"iPad4,7",iPad mini 3 (WiFi),iPad mini 3 ,iPad mini 3 ,iPad,tablet,Apple,iOS
"iPad4,8",iPad mini 3 (GSM+CDMA),iPad mini 3 ,iPad mini 3 ,iPad,tablet,Apple,iOS
"iPad4,9",iPad mini 3 (China),iPad mini 3 ,iPad mini 3 ,iPad,tablet,Apple,iOS
"iPad5,1",iPad mini 4 (WiFi),iPad mini 4 ,iPad mini 4 ,iPad,tablet,Apple,iOS
"iPad5,2",iPad mini 4 (WiFi+Cellular),iPad mini 4,iPad mini 4,iPad,tablet,Apple,iOS
"iPad5,3",iPad Air 2 (WiFi),iPad Air 2 ,iPad Air 2 ,iPad,tablet,Apple,iOS
"iPad5,4",iPad Air 2 (Cellular),iPad Air 2 ,iPad Air 2 ,iPad,tablet,Apple,iOS
"iPad6,3","iPad Pro (9.7 inch, WiFi)",iPad Pro 9.17 inch,iPad Pro,iPad,tablet,Apple,iOS
"iPad6,4","iPad Pro (9.7 inch, WiFi+LTE)",iPad Pro 9.17 inch,iPad Pro,iPad,tablet,Apple,iOS
"iPad6,7","iPad Pro (12.9 inch, WiFi)",iPad Pro 12.9 inch,iPad Pro,iPad,tablet,Apple,iOS
"iPad6,8","iPad Pro (12.9 inch, WiFi+LTE)",iPad Pro 12.9 inch,iPad Pro,iPad,tablet,Apple,iOS
"iPad6,11",iPad (2017),iPad 2017,iPad 2017,iPad,tablet,Apple,iOS
"iPad6,12",iPad (2017),iPad 2017,iPad 2017,iPad,tablet,Apple,iOS
"iPad7,1",iPad Pro 2nd Gen (WiFi),iPad Pro 2nd Gen ,iPad Pro 2nd Gen ,iPad,tablet,Apple,iOS
"iPad7,2",iPad Pro 2nd Gen (WiFi+Cellular),iPad Pro 2nd Gen ,iPad Pro 2nd Gen ,iPad,tablet,Apple,iOS
"iPad7,3",iPad Pro 10.5-inch,iPad Pro 10.5-inch,iPad Pro,iPad,tablet,Apple,iOS
"iPad7,4",iPad Pro 10.5-inch,iPad Pro 10.5-inch,iPad Pro,iPad,tablet,Apple,iOS
"iPad7,5",iPad 6th Gen (WiFi),iPad 6th Gen ,iPad 6th Gen ,iPad,tablet,Apple,iOS
"iPad7,6",iPad 6th Gen (WiFi+Cellular),iPad 6th Gen ,iPad 6th Gen ,iPad,tablet,Apple,iOS
"iPad7,11",iPad 7th Gen 10.2-inch (WiFi),iPad 7th Gen 10.2-inch ,iPad 7th Gen,iPad,tablet,Apple,iOS
"iPad7,12",iPad 7th Gen 10.2-inch (WiFi+Cellular),iPad 7th Gen 10.2-inch ,iPad 7th Gen,iPad,tablet,Apple,iOS
"iPad8,1",iPad Pro 11 inch 3rd Gen (WiFi),iPad Pro 11 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,2","iPad Pro 11 inch 3rd Gen (1TB, WiFi)",iPad Pro 11 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,3",iPad Pro 11 inch 3rd Gen (WiFi+Cellular),iPad Pro 11 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,4","iPad Pro 11 inch 3rd Gen (1TB, WiFi+Cellular)",iPad Pro 11 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,5",iPad Pro 12.9 inch 3rd Gen (WiFi),iPad Pro 12.9 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,6","iPad Pro 12.9 inch 3rd Gen (1TB, WiFi)",iPad Pro 12.9 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,7",iPad Pro 12.9 inch 3rd Gen (WiFi+Cellular),iPad Pro 12.9 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,8","iPad Pro 12.9 inch 3rd Gen (1TB, WiFi+Cellular)",iPad Pro 12.9 inch 3rd Gen ,iPad Pro 3rd Gen ,iPad,tablet,Apple,iOS
"iPad8,9",iPad Pro 11 inch 4th Gen (WiFi),iPad Pro 11 inch 4th Gen ,iPad Pro 4th Gen ,iPad,tablet,Apple,iOS
"iPad8,10",iPad Pro 11 inch 4th Gen (WiFi+Cellular),iPad Pro 11 inch 4th Gen ,iPad Pro 4th Gen ,iPad,tablet,Apple,iOS
"iPad8,11",iPad Pro 12.9 inch 4th Gen (WiFi),iPad Pro 12.9 inch 4th Gen ,iPad Pro 4th Gen ,iPad,tablet,Apple,iOS
"iPad8,12",iPad Pro 12.9 inch 4th Gen (WiFi+Cellular),iPad Pro 12.9 inch 4th Gen ,iPad Pro 4th Gen ,iPad,tablet,Apple,iOS
"iPad11,1",iPad mini 5th Gen (WiFi),iPad mini 5th Gen ,iPad mini 5th Gen ,iPad,tablet,Apple,iOS
"iPad11,2",iPad mini 5th Gen,iPad mini 5th Gen,iPad mini 5th Gen,iPad,tablet,Apple,iOS
"iPad11,3",iPad Air 3rd Gen (WiFi),iPad Air 3rd Gen ,iPad Air 3rd Gen ,iPad,tablet,Apple,iOS
"iPad11,4",iPad Air 3rd Gen,iPad Air 3rd Gen,iPad Air 3rd Gen,iPad,tablet,Apple,iOS
"iPad11,6",iPad 8th Gen (WiFi),iPad 8th Gen ,iPad 8th Gen ,iPad,tablet,Apple,iOS
"iPad11,7",iPad 8th Gen (WiFi+Cellular),iPad 8th Gen ,iPad 8th Gen ,iPad,tablet,Apple,iOS
"iPad13,1",iPad Air 4th Gen (WiFi),iPad Air 4th Gen ,iPad Air 4th Gen ,iPad,tablet,Apple,iOS
"iPad13,2",iPad Air 4th Gen (WiFi+Cellular),iPad Air 4th Gen ,iPad Air 4th Gen ,iPad,tablet,Apple,iOS
"iPad13,4",iPad Pro 11 inch 3rd Gen,iPad Pro 11 inch 3rd Gen,iPad Pro 3rd Gen,iPad,tablet,Apple,iOS
"iPad13,5",iPad Pro 11 inch 3rd Gen,iPad Pro 11 inch 3rd Gen,iPad Pro 3rd Gen,iPad,tablet,Apple,iOS
"iPad13,6",iPad Pro 11 inch 3rd Gen,iPad Pro 11 inch 3rd Gen,iPad Pro 3rd Gen,iPad,tablet,Apple,iOS
"iPad13,7",iPad Pro 11 inch 3rd Gen,iPad Pro 11 inch 3rd Gen,iPad Pro 3rd Gen,iPad,tablet,Apple,iOS
"iPad13,8",iPad Pro 12.9 inch 5th Gen,iPad Pro 12.9 inch 5th Gen,iPad Pro 5th Gen,iPad,tablet,Apple,iOS
"iPad13,9",iPad Pro 12.9 inch 5th Gen,iPad Pro 12.9 inch 5th Gen,iPad Pro 5th Gen,iPad,tablet,Apple,iOS
"iPad13,10",iPad Pro 12.9 inch 5th Gen,iPad Pro 12.9 inch 5th Gen,iPad Pro 5th Gen,iPad,tablet,Apple,iOS
"iPad13,11",iPad Pro 12.9 inch 5th Gen,iPad Pro 12.9 inch 5th Gen,iPad Pro 5th Gen,iPad,tablet,Apple,iOS
"Watch1,1",Apple Watch 38mm case,Apple Watch 38mm case,Apple Watch,Apple Watch,,Apple,watchOS
"Watch1,2",Apple Watch 42mm case,Apple Watch 42mm case,Apple Watch,Apple Watch,,Apple,watchOS
"Watch2,6",Apple Watch Series 1 38mm case,Apple Watch Series 1 38mm case,Apple Watch Series 1,Apple Watch,,Apple,watchOS
"Watch2,7",Apple Watch Series 1 42mm case,Apple Watch Series 1 42mm case,Apple Watch Series 1,Apple Watch,,Apple,watchOS
"Watch2,3",Apple Watch Series 2 38mm case,Apple Watch Series 2 38mm case,Apple Watch Series 2,Apple Watch,,Apple,watchOS
"Watch2,4",Apple Watch Series 2 42mm case,Apple Watch Series 2 42mm case,Apple Watch Series 2,Apple Watch,,Apple,watchOS
"Watch3,1",Apple Watch Series 3 38mm case (GPS+Cellular),Apple Watch Series 3 38mm case ,Apple Watch Series 3,Apple Watch,,Apple,watchOS
"Watch3,2",Apple Watch Series 3 42mm case (GPS+Cellular),Apple Watch Series 3 42mm case ,Apple Watch Series 3,Apple Watch,,Apple,watchOS
"Watch3,3",Apple Watch Series 3 38mm case (GPS),Apple Watch Series 3 38mm case ,Apple Watch Series 3,Apple Watch,,Apple,watchOS
"Watch3,4",Apple Watch Series 3 42mm case (GPS),Apple Watch Series 3 42mm case ,Apple Watch Series 3,Apple Watch,,Apple,watchOS
"Watch4,1",Apple Watch Series 4 40mm case (GPS),Apple Watch Series 4 40mm case ,Apple Watch Series 4,Apple Watch,,Apple,watchOS
"Watch4,2",Apple Watch Series 4 44mm case (GPS),Apple Watch Series 4 44mm case ,Apple Watch Series 4,Apple Watch,,Apple,watchOS
"Watch4,3",Apple Watch Series 4 40mm case (GPS+Cellular),Apple Watch Series 4 40mm case ,Apple Watch Series 4,Apple Watch,,Apple,watchOS
"Watch4,4",Apple Watch Series 4 44mm case (GPS+Cellular),Apple Watch Series 4 44mm case ,Apple Watch Series 4,Apple Watch,,Apple,watchOS
"Watch5,1",Apple Watch Series 5 40mm case (GPS),Apple Watch Series 5 40mm case ,Apple Watch Series 5,Apple Watch,,Apple,watchOS
"Watch5,2",Apple Watch Series 5 44mm case (GPS),Apple Watch Series 5 44mm case ,Apple Watch Series 5,Apple Watch,,Apple,watchOS
"Watch5,3",Apple Watch Series 5 40mm case (GPS+Cellular),Apple Watch Series 5 40mm case ,Apple Watch Series 5,Apple Watch,,Apple,watchOS
"Watch5,4",Apple Watch Series 5 44mm case (GPS+Cellular),Apple Watch Series 5 44mm case ,Apple Watch Series 5,Apple Watch,,Apple,watchOS
"Watch5,9",Apple Watch SE 40mm case (GPS),Apple Watch SE 40mm case ,Apple Watch SE,Apple Watch,,Apple,watchOS
"Watch5,10",Apple Watch SE 44mm case (GPS),Apple Watch SE 44mm case ,Apple Watch SE,Apple Watch,,Apple,watchOS
"Watch5,11",Apple Watch SE 40mm case (GPS+Cellular),Apple Watch SE 40mm case ,Apple Watch SE,Apple Watch,,Apple,watchOS
"Watch5,12",Apple Watch SE 44mm case (GPS+Cellular),Apple Watch SE 44mm case ,Apple Watch SE,Apple Watch,,Apple,watchOS
"Watch6,1",Apple Watch Series 6 40mm case (GPS),Apple Watch Series 6 40mm case ,Apple Watch Series 6,Apple Watch,,Apple,watchOS
"Watch6,2",Apple Watch Series 6 44mm case (GPS),Apple Watch Series 6 44mm case ,Apple Watch Series 6,Apple Watch,,Apple,watchOS
"Watch6,3",Apple Watch Series 6 40mm case (GPS+Cellular),Apple Watch Series 6 40mm case ,Apple Watch Series 6,Apple Watch,,Apple,watchOS
"Watch6,4",Apple Watch Series 6 44mm case (GPS+Cellular),Apple Watch Series 6 44mm case ,Apple Watch Series 6,Apple Watch,,Apple,watchOS
DIW362P 1U1,1&1 Puck,1&1 Puck,1&1 Puck,,,1&1,android
DIW387 1U1,1&1 TV Box,1&1 TV Box,1&1 TV Box,,,1&1,android
DIW387 1U1,DIW387-1&1,DIW387-1&1,DIW387-1&1,,,1&1,android
10or G2,10or_G2,10or_G2,10or_G2,,,10.or,android
D,D,D,D,,,10.or,android
E,E,E,E,,,10.or,android
G,G,G,G,,,10.or,android
G2,G2,G2,G2,,,10.or,android
G706,G706,G706,G706,,,3222222 Satelital,android
TBBTV01,TBBTV01,TBBTV01,TBBTV01,,,3BBTV,android
GT10K3IPS,GT10K3IPS,GT10K3IPS,GT10K3IPS,,,3Go,android
GT70053G,GT70053G,GT70053G,GT70053G,,,3Go,android
GT7007EQC,GT7007EQC,GT7007EQC,GT7007EQC,,,3Go,android
OC1020A,OC1020A,OC1020A,OC1020A,,,3Q,android
Light B100,4GOOD Light B100,4GOOD Light B100,4GOOD Light B100,,,4good,android
Light A103,A103,A103,A103,,,4good,android
IN265,IN265,IN265,IN265,,,7Eleven,android
DRENA,DRENA,DRENA,DRENA,,,7mobile,android
KAMBA,KAMBA,KAMBA,KAMBA,,,7mobile,android
Kamba_2,Kamba 2,Kamba 2,Kamba 2,,,7mobile,android
SWEGUE,SWEGUE,SWEGUE,SWEGUE,,,7mobile,android
Swegue 2,Swegue 2,Swegue 2,Swegue 2,,,7mobile,android
DM_T901,DM_T901,DM_T901,DM_T901,,,9mobile,android
TR10CS1,A.O.I.,A.O.I.,A.O.I.,,,A.O.I. ELECTRONICS FACTORY,android
A1 Alpha 20+,A1 Alpha 20+,A1 Alpha 20+,A1 Alpha 20+,,,A1,android
VFD 720,A1 Smart N9,A1 Smart N9,A1 Smart N9,,,A1,android
ADT-3,ADT-3,ADT-3,ADT-3,,,A1,android
Ai-ES1059,Ai-ES1059,Ai-ES1059,Ai-ES1059,,,A1,android
BUZZ 3,BUZZ 3,BUZZ 3,BUZZ 3,,,ACE (Global),android
URBAN 3,URBAN 3,URBAN 3,URBAN 3,,,ACE (Global),android
BUZZ 1,AS0218,AS0218,AS0218,,,ACE France,android
URBAN 1 Pro,AS0518,AS0518,AS0518,,,ACE France,android
CLEVER 1,AS0618,AS0618,AS0618,,,ACE France,android
BUZZ 2,BUZZ 2,BUZZ 2,BUZZ 2,,,ACE France,android
BUZZ 2 Plus,BUZZ 2,BUZZ 2,BUZZ 2,,,ACE France,android
BUZZ 3 Lite,BUZZ 3 Lite,BUZZ 3 Lite,BUZZ 3 Lite,,,ACE France,android
BUZZ 1 Lite,BUZZ_1_Lite,BUZZ_1_Lite,BUZZ_1_Lite,,,ACE France,android
BUZZ 1 Plus,BUZZ_1_Plus,BUZZ_1_Plus,BUZZ_1_Plus,,,ACE France,android
URBAN 1,URBAN 1,URBAN 1,URBAN 1,,,ACE France,android
URBAN 2,URBAN 2,URBAN 2,URBAN 2,,,ACE France,android
V10401,V10401,V10401,V10401,,,ACKEES,android
ACT4K1007,ACT4K1007,ACT4K1007,ACT4K1007,,,ACT,android
ACT4K2020,ACT4K2020,ACT4K2020,ACT4K2020,,,ACT,android
D30,D30,D30,D30,,,ADOC,android
TK701,TK701,TK701,TK701,,,AEEZO,android
TK701_EEA,TK701_EEA,TK701_EEA,TK701_EEA,,,AEEZO,android
TK801,TK801,TK801,TK801,,,AEEZO,android
TP1001,TP1001,TP1001,TP1001,,,AEEZO,android
TP901,TP901,TP901,TP901,,,AEEZO,android
E4010,AG BOOST 2,AG BOOST 2,AG BOOST 2,,,AG Mobile,android
Flair,AG Flair,AG Flair,AG Flair,,,AG Mobile,android
AG_Go_Tab_Access_2,AG Go Tab Access 2,AG Go Tab Access 2,AG Go Tab Access 2,,,AG Mobile,android
Ultra 2,AG Ultra2,AG Ultra2,AG Ultra2,,,AG Mobile,android
AGM H1,AGM  H1,AGM  H1,AGM  H1,,,AG Mobile,android
AGM A10,AGM A10,AGM A10,AGM A10,,,AG Mobile,android
Android,AGM A10,AGM A10,AGM A10,,,AG Mobile,android
AGM A9,AGM A9,AGM A9,AGM A9,,,AG Mobile,android
Android,AGM A9,AGM A9,AGM A9,,,AG Mobile,android
AGM X3,AGM X3,AGM X3,AGM X3,,,AG Mobile,android
AG Go-Tab Access,AG_Go-Tab_Access,AG_Go-Tab_Access,AG_Go-Tab_Access,,,AG Mobile,android
AG_Tab_7_0,AG_Tab_7_0,AG_Tab_7_0,AG_Tab_7_0,,,AG Mobile,android
Boost,Boost,Boost,Boost,,,AG Mobile,android
Chacer,Chacer,Chacer,Chacer,,,AG Mobile,android
Freedom Access,Freedom Access,Freedom Access,Freedom Access,,,AG Mobile,android
Freedom E,Freedom E,Freedom E,Freedom E,,,AG Mobile,android
Freedom Plus LTE,Freedom Plus LTE,Freedom Plus LTE,Freedom Plus LTE,,,AG Mobile,android
Ghost,Ghost,Ghost,Ghost,,,AG Mobile,android
Glow,Glow,Glow,Glow,,,AG Mobile,android
Hashtag,HASHTAG,HASHTAG,HASHTAG,,,AG Mobile,android
Hype,Hype,Hype,Hype,,,AG Mobile,android
Neon,Neon,Neon,Neon,,,AG Mobile,android
Quest,Quest,Quest,Quest,,,AG Mobile,android
Rage,Rage,Rage,Rage,,,AG Mobile,android
STYLE_PLUS,STYLE PLUS,STYLE PLUS,STYLE PLUS,,,AG Mobile,android
Shine,Shine,Shine,Shine,,,AG Mobile,android
Status,Status,Status,Status,,,AG Mobile,android
Style,Style,Style,Style,,,AG Mobile,android
Style 2,Style_2,Style_2,Style_2,,,AG Mobile,android
Swift,Swift,Swift,Swift,,,AG Mobile,android
Swift_Plus,Swift_Plus,Swift_Plus,Swift_Plus,,,AG Mobile,android
Ultra,ULTRA,ULTRA,ULTRA,,,AG Mobile,android
Zenith,Zenith,Zenith,Zenith,,,AG Mobile,android
Zone,Zone,Zone,Zone,,,AG Mobile,android
Zoom,Zoom,Zoom,Zoom,,,AG Mobile,android
ADT1012L,ADT1012L,ADT1012L,ADT1012L,,,AIDATA,android
ADT1061,ADT1061,ADT1061,ADT1061,,,AIDATA,android
ADT1061_1,ADT1061_1,ADT1061_1,ADT1061_1,,,AIDATA,android
ADT_1061,ADT_1061,ADT_1061,ADT_1061,,,AIDATA,android
TG1016,AKOR,AKOR,AKOR,,,AKOR,android
TG797,TG797,TG797,TG797,,,AKOR,android
TG996,TG996,TG996,TG996,,,AKOR,android
AI PONT,B725050U,B725050U,B725050U,,,ALBADEEL,android
AI PONT,B725U,B725U,B725U,,,ALBADEEL,android
AI PONT,LXL43G7H-AT,LXL43G7H-AT,LXL43G7H-AT,,,ALMATEEN,android
MD1001,MD1001 Tablet,MD1001 Tablet,MD1001 Tablet,,,AMTC,android
MD7008,MD7008,MD7008,MD7008,,,AMTC,android
MD7081,MD7081,MD7081,MD7081,,,AMTC,android
PD470,PD470,PD470,PD470,,,AMobile,android
ANAM 4K Android TV,ANAM,ANAM,ANAM,,,ANAM,android
andrino 4K Android TV,Andrino,Andrino,Andrino,,,ANDRINO,android
A1_Neo,A1 Neo,A1 Neo,A1 Neo,,,ANEE,android
L50,L50,L50,L50,,,ANS,android
L51,L51,L51,L51,,,ANS,android
H450R,Trailblazer,Trailblazer,Trailblazer,,,ANS,android
UL40,UL40,UL40,UL40,,,ANS,android
A110_E,A110_E,A110_E,A110_E,,,AOC,android
A731-N1,A731,A731,A731,,,AOC,android
A731-N2,A731-N2,A731-N2,A731-N2,,,AOC,android
A741,A741,A741,A741,,,AOC,android
A941,A941,A941,A941,,,AOC,android
A731,AOC,AOC,AOC,,,AOC,android
A731-H1,AOC,AOC,AOC,,,AOC,android
A732G,AOC,AOC,AOC,,,AOC,android
A831L-D,AOC,AOC,AOC,,,AOC,android
Q10107L-ME,Q10107L-ME,Q10107L-ME,Q10107L-ME,,,AOC,android
Q10107LW-ME,Q10107LW-ME,Q10107LW-ME,Q10107LW-ME,,,AOC,android
Q8108L-ME,Q8108L-ME,Q8108L-ME,Q8108L-ME,,,AOC,android
A21S,A21S,A21S,A21S,,,AOYODKG,android
A21S,A21S_US,A21S_US,A21S_US,,,AOYODKG,android
AOpen Chromebase Mini,"RK3288 10"" Chromebase","RK3288 10"" Chromebase","RK3288 10"" Chromebase",,,AOpen,android
AOpen Chromebox Mini,RK3288 Mini Chromebox,RK3288 Mini Chromebox,RK3288 Mini Chromebox,,,AOpen,android
ARRQW FHD Android TV,Saudi Arabia,Saudi Arabia,Saudi Arabia,,,ARRQW,android
ARRQW UHD Android TV,Saudi Arabia,Saudi Arabia,Saudi Arabia,,,ARRQW,android
AA 787 S,AA 787 S,AA 787 S,AA 787 S,,,ASTCA,android
ASTECH FHD Android TV,Senegal,Senegal,Senegal,,,ASTECH,android
ASTECH UHD Android TV,Senegal,Senegal,Senegal,,,ASTECH,android
IDEA,IDEA,IDEA,IDEA,,,ASTON,android
9020A,9020A,9020A,9020A,,,AT&T,android
V350U,AT&T Maestro™ Plus,AT&T Maestro™ Plus,AT&T Maestro™ Plus,,,AT&T,android
AT&T TV,AT&T TV,AT&T TV,AT&T TV,,,AT&T,android
c71kw200,AT&T TV,AT&T TV,AT&T TV,,,AT&T,android
AT&T TV,AT&T TV,AT&T TV,AT&T TV,,,AT&T,android
AT&T TV,AT&T TV,AT&T TV,AT&T TV,,,AT&T,android
QS5509A,QS5509A,QS5509A,QS5509A,,,AT&T,android
U202AA,U202AA,U202AA,U202AA,,,AT&T,android
U304AA,U304AA,U304AA,U304AA,,,AT&T,android
U318AA,U318AA,U318AA,U318AA,,,AT&T,android
U705AA,U705AA,U705AA,U705AA,,,AT&T,android
